Player,Nation,Pos,Squad,Comp,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Press,Pass Types_Sw,Pass Types_Crs,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Height_Ground,Height_Low,Height_High,Body Parts_Left,Body Parts_Right,Body Parts_Head,Body Parts_TI,Body Parts_Other,Outcomes_Cmp,Outcomes_Off,Outcomes_Out,Outcomes_Int,Outcomes_Blocks,SCA_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_Drib,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_Drib,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,GCA Types_OG,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Vs Dribbles_Tkl,Vs Dribbles_Att,Vs Dribbles_Tkl%,Vs Dribbles_Past,Pressures_Press,Pressures_Succ,Pressures_%,Pressures_Def 3rd,Pressures_Mid 3rd,Pressures_Att 3rd,Blocks_Blocks,Blocks_Sh,Blocks_ShSv,Blocks_Pass,Int,Tkl+Int,Clr,Err,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Dribbles_Succ,Dribbles_Att,Dribbles_Succ%,Dribbles_#Pl,Dribbles_Megs,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_Prog,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Targ,Receiving_Rec,Receiving_Rec%,Receiving_Prog,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%
William Saliba,fr FRA,DF,Nice,fr Ligue 1,19-328,8.0,0,2,0,0.0,0.25,0.00,0.00,,8.0,0,0,0,0.2,0.2,0.11,-0.2,-0.2,499,543,91.9,10677,3398,133,143,93.0,278,285,97.5,86,107,80.4,0,0.0,0.0,0,28,2,0,30,526,17,15,0,47,19,0,0,0,0,0,471,23,49,32,495,7,1,3,499,1,7,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,2,0,2,3,66.7,1,28,15,53.6,15,11,2,12,7,0,5,14,19,50,1,621,115,384,300,10,2,604,6,7,85.7,7,0,456,3479,2244,32,3,0,2,2,451,445,98.7,0,1,0,0,6,4,0,0,14,4,0,0,0,76,12,6,66.7
Romain Salin,fr FRA,GK,Rennes,fr Ligue 1,36-201,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,409,544,75.2,12003,7813,64,65,98.5,213,214,99.5,131,264,49.6,0,0.0,0.0,0,5,0,0,2,381,163,40,0,30,12,0,0,0,0,0,304,21,219,348,101,3,0,76,409,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,5,1,20.0,5,0,0,0,0,0,0,0,0,1,1,579,455,576,5,0,0,419,0,0,,0,0,272,1365,759,0,0,0,0,0,246,245,99.6,0,1,0,0,0,2,0,0,0,0,0,0,0,99,0,0,
Mohammed Salisu,gh GHA,DF,Southampton,eng Premier League,21-304,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,9,11,81.8,168,51,3,4,75.0,6,6,100.0,0,0,,0,0.0,0.0,0,1,0,0,0,11,0,0,0,3,0,0,0,0,0,0,9,0,2,8,1,1,0,0,9,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,0,7,3,42.9,3,3,1,2,1,0,1,1,2,1,0,17,1,8,8,1,0,17,0,0,,0,0,8,43,12,1,0,0,1,0,10,9,90.0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,100.0
Roland Sallai,hu HUN,"MF,FW",Freiburg,de Bundesliga,23-269,10.6,5,30,11,36.7,2.82,1.03,0.17,0.45,15.1,1,0,0,3.8,3.8,0.13,+1.2,+1.2,204,297,68.7,3742,1090,96,128,75.0,81,110,73.6,26,43,60.5,1,0.5,+0.5,7,21,5,3,27,291,6,4,0,66,7,25,0,0,0,0,185,62,50,69,199,9,0,4,204,1,7,7,17,20,15,1,0,2,2,0,5,3,0,0,1,1,0,0,13,8,6,6,1,3,8,37.5,5,182,42,23.1,36,97,49,14,1,0,13,7,20,4,0,452,8,53,223,223,40,446,12,35,34.3,15,1,304,2034,1122,62,29,6,27,12,466,336,72.1,86,2,0,0,30,28,6,25,7,8,1,0,0,61,19,29,39.6
Salvi,es ESP,"MF,FW",Cádiz,es La Liga,29-322,13.2,2,10,4,40.0,0.76,0.30,0.20,0.50,16.3,0,0,0,1.6,1.6,0.16,+0.4,+0.4,211,369,57.2,3588,1400,115,148,77.7,72,115,62.6,21,73,28.8,0,0.8,-0.8,11,7,16,13,14,314,55,9,0,55,12,57,9,1,7,0,166,97,106,29,282,13,37,1,211,1,2,9,34,18,12,3,1,0,2,0,0,0,0,0,0,0,0,0,13,9,9,4,0,4,12,33.3,8,192,53,27.6,53,89,50,13,1,0,12,10,23,14,0,504,17,97,197,245,19,453,7,20,35.0,9,0,290,1613,952,47,22,2,29,16,469,318,67.8,49,2,0,0,11,20,4,57,10,9,0,0,0,73,9,20,31.0
Lazar Samardzic,de GER,"MF,FW",RB Leipzig,de Bundesliga,18-357,2.0,0,1,0,0.0,0.51,0.00,0.00,,27.1,0,0,0,0.0,0.0,0.03,0.0,0.0,47,62,75.8,740,229,26,32,81.3,16,20,80.0,3,6,50.0,1,0.5,+0.5,3,4,1,0,3,61,1,1,1,24,0,0,0,0,0,0,42,11,9,45,13,3,0,0,47,0,0,1,1,4,3,0,1,0,0,0,1,1,0,0,0,0,0,0,6,6,2,4,0,2,11,18.2,9,77,24,31.2,27,38,12,5,0,0,5,5,11,1,0,85,2,18,49,25,4,84,6,11,54.5,6,0,60,268,128,5,4,0,4,2,70,54,77.1,5,0,0,0,5,3,0,0,5,6,0,0,0,13,1,1,50.0
Diadie Samassékou,ml MLI,MF,Hoffenheim,de Bundesliga,25-035,17.6,0,11,1,9.1,0.62,0.06,0.00,0.00,23.1,0,0,0,0.4,0.4,0.04,-0.4,-0.4,718,862,83.3,13917,2895,266,308,86.4,335,389,86.1,100,129,77.5,1,0.6,+0.4,6,64,6,2,67,847,15,15,2,148,21,5,0,0,0,0,620,100,142,86,695,55,0,6,718,0,16,19,20,23,17,1,1,2,0,2,4,3,0,0,1,0,0,0,57,32,19,34,4,19,56,33.9,37,313,100,31.9,103,176,34,36,7,0,29,43,100,37,0,1096,39,279,668,196,8,1085,15,24,62.5,15,1,659,2467,981,45,6,1,15,17,691,643,93.1,28,1,0,0,29,32,0,5,43,32,0,0,0,243,28,35,44.4
Mama Samba Baldé,gw GNB,FW,Dijon,fr Ligue 1,25-101,16.6,6,43,14,32.6,2.60,0.85,0.14,0.43,15.1,0,0,0,5.7,5.7,0.13,+0.3,+0.3,212,309,68.6,3140,508,119,161,73.9,62,84,73.8,16,27,59.3,0,0.4,-0.4,7,11,5,0,12,286,23,0,0,77,3,7,0,0,0,0,205,64,40,45,200,17,3,14,212,0,3,11,25,33,16,0,5,5,5,2,2,1,0,1,0,0,0,0,13,10,2,7,4,2,7,28.6,5,210,60,28.6,9,104,97,10,2,0,8,4,17,14,0,540,20,46,258,268,77,518,17,39,43.6,24,2,324,1258,681,38,13,7,53,35,812,383,47.2,117,3,0,0,30,26,14,7,4,10,1,0,0,67,40,77,34.2
Junior Sambia,fr FRA,"DF,MF",Montpellier,fr Ligue 1,24-161,16.4,0,13,5,38.5,0.79,0.31,0.00,0.00,22.3,3,0,0,0.8,0.8,0.06,-0.8,-0.8,675,844,80.0,12404,5363,299,338,88.5,292,353,82.7,79,131,60.3,5,2.4,+2.6,23,55,27,16,85,693,151,8,3,86,18,40,2,0,2,0,523,172,149,94,583,18,140,1,675,1,14,23,17,50,41,1,3,0,5,0,10,9,0,0,0,1,0,0,40,24,17,16,7,17,20,85.0,3,161,55,34.2,60,64,37,23,6,0,17,18,58,35,0,1049,42,278,540,316,22,898,18,43,41.9,21,3,636,3029,1981,96,39,6,14,27,719,640,89.0,38,1,0,0,17,23,3,40,18,24,0,0,0,123,21,25,45.7
Frédéric Sammaritano,fr FRA,"FW,MF",Dijon,fr Ligue 1,34-329,9.3,0,8,2,25.0,0.86,0.22,0.00,0.00,18.5,1,0,0,0.9,0.9,0.12,-0.9,-0.9,265,363,73.0,4575,1359,141,166,84.9,69,97,71.1,41,69,59.4,1,1.4,-0.4,19,24,8,6,26,327,36,16,2,60,23,25,18,13,4,0,237,49,77,68,279,9,1,4,265,3,7,6,18,20,13,7,0,0,0,0,1,1,0,0,0,0,0,0,12,8,4,6,2,5,18,27.8,13,131,33,25.2,43,62,26,8,1,0,7,5,17,2,0,446,9,72,228,178,21,414,9,13,69.2,9,1,310,1649,888,49,13,0,14,22,433,326,75.3,66,4,1,0,13,19,0,25,5,8,0,0,0,55,3,16,15.8
Fede San Emeterio,es ESP,MF,Valladolid,es La Liga,23-336,12.7,0,3,0,0.0,0.24,0.00,0.00,,23.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,312,405,77.0,5469,1398,147,175,84.0,125,154,81.2,32,59,54.2,0,0.1,-0.1,3,33,2,0,25,398,7,7,0,63,13,1,0,0,0,0,243,64,98,31,320,33,0,4,312,1,6,8,7,8,7,0,0,0,1,0,0,0,0,0,0,0,0,0,24,14,14,10,0,4,19,21.1,15,224,63,28.1,82,127,15,27,8,0,19,11,35,27,0,517,40,166,307,56,4,510,3,3,100.0,3,0,232,751,257,7,2,0,4,0,303,277,91.4,3,5,0,0,31,15,0,1,11,14,0,1,0,125,22,34,39.3
Antonio Sanabria,py PAR,FW,Betis,es La Liga,24-348,10.4,3,24,12,50.0,2.32,1.16,0.13,0.25,11.6,0,0,0,4.3,4.3,0.18,-1.3,-1.3,161,215,74.9,2228,347,97,120,80.8,42,63,66.7,10,13,76.9,0,0.3,-0.3,3,8,2,0,14,195,20,0,1,57,3,1,0,0,0,0,140,36,39,40,133,13,0,0,161,1,3,6,7,16,14,0,0,2,0,0,3,3,0,0,0,0,0,0,7,6,0,5,2,1,4,25.0,3,137,30,21.9,2,57,78,6,0,0,6,2,9,8,1,330,8,20,197,144,39,310,9,13,69.2,11,0,209,1088,472,23,16,3,32,14,405,238,58.8,56,2,0,0,17,11,3,1,2,6,0,0,0,39,36,37,49.3
Oihan Sancet,es ESP,"MF,FW",Athletic Club,es La Liga,20-296,3.7,1,7,2,28.6,1.90,0.54,0.14,0.50,13.4,0,0,0,0.9,0.9,0.13,+0.1,+0.1,109,148,73.6,1925,371,53,74,71.6,45,56,80.4,10,14,71.4,0,0.5,-0.5,4,9,2,0,13,146,2,0,0,31,4,2,0,0,0,0,108,28,12,19,115,6,1,3,109,0,5,6,2,7,6,0,0,0,1,0,1,1,0,0,0,0,0,0,5,5,3,1,1,3,7,42.9,4,65,16,24.6,12,32,21,1,0,0,1,0,5,0,0,184,2,17,99,84,17,182,6,10,60.0,6,0,134,911,456,29,12,4,5,9,199,145,72.9,34,0,0,0,10,4,2,2,0,5,0,0,0,29,5,8,38.5
Renato Sanches,pt POR,MF,Lille,fr Ligue 1,23-181,8.3,1,14,1,7.1,1.69,0.12,0.07,1.00,22.5,2,0,0,1.8,1.8,0.13,-0.8,-0.8,539,634,85.0,11789,2860,199,216,92.1,208,237,87.8,118,160,73.8,1,0.7,+0.3,9,74,7,0,67,588,46,21,5,57,42,10,23,9,8,5,473,41,120,58,567,3,2,1,539,5,15,11,7,21,15,4,0,2,0,0,3,2,0,0,1,0,0,0,11,6,2,7,2,3,17,17.6,14,111,33,29.7,26,59,26,10,2,0,8,3,14,7,0,729,22,138,473,177,10,685,15,24,62.5,16,1,568,2575,1570,63,20,4,9,18,603,566,93.9,16,2,0,0,19,15,1,10,3,6,0,0,0,81,4,13,23.5
Juan Sánchez Miño,ar ARG,"DF,MF",Elche,es La Liga,31-045,5.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,241,286,84.3,4031,989,123,135,91.1,88,103,85.4,23,36,63.9,0,0.0,0.0,1,8,2,2,4,255,31,6,0,45,6,8,0,0,0,0,205,38,43,213,39,5,25,1,241,0,3,4,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,7,4,0,7,13,53.8,6,63,12,19.0,27,34,2,13,1,0,12,4,15,10,0,335,22,112,188,47,1,308,7,11,63.6,8,2,219,958,508,17,5,0,6,5,257,229,89.1,15,2,0,0,11,6,0,8,4,5,0,0,0,40,4,5,44.4
Alexis Sánchez,cl CHI,FW,Inter,it Serie A,32-058,8.1,2,16,8,50.0,1.99,0.99,0.13,0.25,16.2,2,0,1,3.3,2.5,0.16,-1.3,-0.5,275,343,80.2,4984,1225,123,152,80.9,96,115,83.5,47,60,78.3,4,3.8,+0.2,24,25,18,0,31,320,23,7,3,50,11,8,12,1,6,1,231,51,61,24,305,5,0,4,275,3,1,10,11,47,35,5,2,3,2,0,9,7,1,1,0,0,0,0,9,4,4,4,1,2,8,25.0,6,151,34,22.5,19,68,64,8,1,0,7,4,13,1,0,457,2,40,198,255,62,433,18,29,62.1,18,1,356,1665,591,45,14,11,27,16,460,355,77.2,106,0,0,0,13,18,4,8,4,4,0,0,0,45,7,6,53.8
Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,24-248,8.5,0,4,0,0.0,0.47,0.00,0.00,,6.0,0,0,0,0.7,0.7,0.18,-0.7,-0.7,439,501,87.6,9395,2355,126,139,90.6,233,253,92.1,76,97,78.4,0,0.0,0.0,0,7,0,0,18,487,14,13,0,41,10,0,0,0,0,0,409,33,59,67,394,22,1,3,439,0,3,5,7,3,2,0,0,1,0,0,1,1,0,0,0,0,0,0,20,13,16,4,0,5,13,38.5,8,85,24,28.2,54,26,5,12,8,0,4,3,23,47,0,588,83,315,291,11,4,575,0,0,,0,0,375,1945,953,26,2,0,2,1,416,412,99.0,2,0,0,0,12,5,0,0,3,13,0,1,1,78,27,12,69.2
Germán Sánchez,es ESP,DF,Granada,es La Liga,34-107,16.3,2,8,2,25.0,0.49,0.12,0.25,1.00,8.4,0,0,0,1.3,1.3,0.16,+0.7,+0.7,386,512,75.4,9375,3025,82,90,91.1,199,237,84.0,100,175,57.1,1,0.1,+0.9,1,17,3,0,20,478,34,33,0,55,19,0,0,0,0,0,313,48,151,67,389,33,1,0,386,1,13,5,3,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,12,5,7,5,0,5,14,35.7,9,82,29,35.4,47,32,3,26,18,0,8,14,26,125,2,701,140,424,291,14,9,668,1,1,100.0,1,0,302,1342,690,9,0,0,0,3,371,343,92.5,5,7,0,0,21,15,2,0,14,5,0,0,0,140,48,42,53.3
Javi Sánchez,es ESP,DF,Valladolid,es La Liga,23-338,6.4,0,2,0,0.0,0.31,0.00,0.00,,7.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1,169,211,80.1,4233,1159,32,43,74.4,94,106,88.7,42,61,68.9,0,0.0,0.0,1,13,1,0,14,204,7,7,0,20,13,0,0,0,0,0,149,13,49,60,138,9,0,1,169,1,6,2,1,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,13,7,8,4,1,6,6,100.0,0,41,7,17.1,27,12,2,15,8,0,7,7,20,34,0,282,41,171,124,8,2,275,2,2,100.0,2,0,150,917,542,11,3,0,2,0,158,156,98.7,1,2,0,0,6,1,0,0,7,7,0,0,0,43,10,16,38.5
José Sánchez,es ESP,DF,Granada,es La Liga,20-350,1.8,0,1,0,0.0,0.55,0.00,0.00,,24.7,0,0,0,0.0,0.0,0.03,0.0,0.0,35,55,63.6,651,271,13,14,92.9,17,27,63.0,4,12,33.3,0,0.0,0.0,0,0,0,0,2,42,13,0,0,2,0,0,0,0,0,0,19,14,22,3,26,12,13,1,35,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,2,0,1,1,100.0,0,16,7,43.8,8,5,3,4,2,0,2,1,5,8,1,74,9,37,32,6,0,61,0,0,,0,0,20,88,34,0,0,0,0,1,23,22,95.7,0,0,0,0,2,1,0,0,1,4,0,1,0,20,1,3,25.0
Manuel Sánchez,es ESP,"DF,MF",Osasuna,es La Liga,20-175,2.2,0,1,0,0.0,0.45,0.00,0.00,,12.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,74,94,78.7,1214,486,41,46,89.1,25,31,80.6,6,13,46.2,1,0.2,+0.8,2,13,1,1,9,76,18,1,0,12,2,7,0,0,0,0,54,26,14,57,14,5,17,1,74,0,2,0,4,4,2,0,1,0,0,1,1,1,0,0,0,0,0,0,8,3,5,2,1,5,6,83.3,1,33,8,24.2,19,8,6,2,0,0,2,2,10,6,0,117,3,31,55,38,3,101,2,3,66.7,3,1,61,332,210,8,3,0,3,1,78,65,83.3,5,2,0,0,3,2,0,7,2,3,0,0,0,17,1,4,20.0
Robert Sánchez,es ESP,GK,Brighton,eng Premier League,23-089,13.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,336,508,66.1,11055,6507,43,44,97.7,157,159,98.7,136,304,44.7,0,0.0,0.0,0,11,0,0,0,393,115,22,0,19,24,0,0,0,0,0,229,23,256,51,359,1,0,58,336,4,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,537,468,536,1,0,0,423,0,0,,0,0,283,1358,699,0,0,0,0,1,293,290,99.0,0,0,0,0,2,2,0,0,0,0,0,1,0,74,0,1,0.0
Jadon Sancho,eng ENG,FW,Dortmund,de Bundesliga,20-327,17.7,4,40,9,22.5,2.26,0.51,0.10,0.44,16.7,2,0,0,5.1,5.1,0.13,-1.1,-1.1,900,1156,77.9,13976,3950,503,587,85.7,308,375,82.1,69,131,52.7,7,4.4,+2.6,48,43,62,3,111,1045,111,21,4,123,22,37,53,20,25,0,893,138,125,146,944,28,35,0,900,9,23,43,37,88,60,18,5,2,2,1,14,9,1,1,1,2,0,0,12,9,2,7,3,6,15,40.0,9,193,72,37.3,25,87,81,29,1,0,28,10,22,2,0,1391,9,104,559,843,93,1279,69,125,55.2,74,13,1092,5903,3387,185,63,36,37,34,1327,1097,82.7,180,0,0,0,0,15,8,37,10,9,0,0,0,111,3,16,15.8
Alex Sandro,br BRA,DF,Juventus,it Serie A,30-020,5.9,0,7,0,0.0,1.19,0.00,0.00,,16.7,0,0,0,0.3,0.3,0.04,-0.3,-0.3,364,436,83.5,6810,2232,139,161,86.3,185,200,92.5,38,60,63.3,0,0.6,-0.6,6,35,12,5,54,402,34,3,0,30,7,19,0,0,0,0,307,72,57,334,51,9,31,3,364,2,5,12,15,16,14,0,1,0,1,0,3,3,0,0,0,0,0,0,12,6,6,5,1,4,6,66.7,2,58,18,31.0,23,25,10,20,0,0,20,3,15,9,0,504,22,110,297,140,22,471,6,7,85.7,6,0,342,2009,1206,50,18,2,6,6,384,361,94.0,14,0,0,0,6,8,0,19,3,6,0,0,1,57,9,9,50.0
Leroy Sané,de GER,"FW,MF",Bayern Munich,de Bundesliga,25-035,10.4,4,25,10,40.0,2.39,0.96,0.16,0.40,17.1,0,0,0,2.8,2.8,0.11,+1.2,+1.2,297,402,73.9,4915,1199,166,195,85.1,92,118,78.0,29,62,46.8,5,3.8,+1.2,19,16,15,0,36,368,34,3,1,66,27,23,25,9,11,1,287,57,58,337,44,8,6,4,297,0,12,12,21,37,29,2,5,0,1,0,8,8,0,0,0,0,0,0,14,10,4,4,6,3,16,18.8,13,214,78,36.4,33,88,93,19,0,0,19,2,16,2,0,573,7,51,216,354,69,540,34,64,53.1,39,7,450,2396,1379,82,24,12,35,22,571,415,72.7,112,1,0,0,10,14,4,23,2,10,1,0,0,71,5,15,25.0
Salif Sané,sn SEN,DF,Schalke 04,de Bundesliga,30-174,8.5,0,7,1,14.3,0.82,0.12,0.00,0.00,13.7,0,0,0,0.4,0.4,0.05,-0.4,-0.4,458,552,83.0,10239,3341,124,142,87.3,241,270,89.3,91,130,70.0,0,0.3,-0.3,4,23,4,1,36,524,28,28,1,63,18,3,0,0,0,0,388,59,105,105,373,40,0,2,458,1,12,3,6,6,5,0,0,1,0,0,0,0,0,0,0,0,0,0,11,5,7,3,1,4,13,30.8,9,71,28,39.4,43,24,4,27,10,0,17,12,23,53,0,662,88,377,292,25,15,636,5,6,83.3,5,0,375,1821,944,23,2,0,2,1,413,401,97.1,9,4,0,0,11,12,0,3,12,5,0,1,0,131,52,8,86.7
Oier Sanjurjo,es ESP,MF,Osasuna,es La Liga,34-266,17.3,0,11,3,27.3,0.63,0.17,0.00,0.00,15.6,0,0,0,0.5,0.5,0.05,-0.5,-0.5,405,607,66.7,7532,2707,179,233,76.8,151,218,69.3,61,121,50.4,2,1.3,+0.7,10,46,13,2,57,596,11,11,3,130,16,4,0,0,0,0,307,118,182,88,408,68,0,4,405,6,21,22,23,25,19,0,0,0,2,4,4,3,0,0,0,0,1,0,34,21,6,22,6,8,43,18.6,35,323,98,30.3,59,215,49,25,5,0,20,16,50,41,1,784,45,173,504,135,18,776,3,8,37.5,4,0,369,1582,693,25,10,1,11,12,470,386,82.1,19,6,0,0,42,34,1,4,16,21,0,2,0,247,50,51,49.5
Nicola Sansone,it ITA,"FW,MF",Bologna,it Serie A,29-158,5.4,1,19,7,36.8,3.53,1.30,0.05,0.14,16.3,3,0,0,2.6,2.6,0.14,-1.6,-1.6,187,237,78.9,3069,917,95,106,89.6,70,85,82.4,17,31,54.8,2,1.3,+0.7,14,12,5,0,17,206,31,8,1,27,7,7,15,6,5,1,183,21,33,24,201,4,5,1,187,2,4,0,8,29,17,5,2,1,4,0,3,1,1,0,0,1,0,0,12,7,6,4,2,6,13,46.2,7,100,21,21.0,27,49,24,11,1,0,10,1,13,4,0,342,4,38,142,179,38,311,16,31,51.6,20,2,255,1135,613,41,6,11,12,18,284,238,83.8,40,2,0,0,10,14,2,7,1,7,0,0,0,40,5,5,50.0
Baptiste Santamaria,fr FRA,MF,Angers,fr Ligue 1,25-343,3.0,0,6,3,50.0,2.00,1.00,0.00,0.00,19.8,0,0,0,0.3,0.3,0.06,-0.3,-0.3,137,156,87.8,2482,622,63,72,87.5,50,55,90.9,21,24,87.5,0,0.1,-0.1,4,13,4,1,14,150,6,6,1,16,4,1,0,0,0,0,129,11,16,6,145,3,0,1,137,0,1,5,2,8,6,0,0,1,1,0,0,0,0,0,0,0,0,0,10,6,3,7,0,4,10,40.0,6,52,24,46.2,16,31,5,6,0,0,6,2,12,9,0,193,5,45,124,38,3,187,1,1,100.0,1,0,127,658,348,10,4,0,4,4,127,122,96.1,4,1,0,0,7,5,1,1,2,6,0,0,0,38,5,3,62.5
Federico Santander,py PAR,FW,Bologna,it Serie A,29-256,0.4,0,5,0,0.0,12.16,0.00,0.00,,15.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,12,17,70.6,167,13,7,12,58.3,5,5,100.0,0,0,,1,0.3,+0.7,1,0,0,0,0,16,1,0,0,6,0,1,0,0,0,0,10,3,4,2,8,4,0,1,12,1,0,0,0,4,1,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,8,5,62.5,0,3,5,0,0,0,0,0,0,0,0,26,0,1,8,17,10,25,0,0,,0,0,14,49,10,1,0,1,1,1,27,20,74.1,8,0,0,0,2,2,0,1,0,0,0,0,0,5,2,2,50.0
Davide Santon,it ITA,DF,Roma,it Serie A,30-044,2.8,0,2,0,0.0,0.73,0.00,0.00,,19.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,83,104,79.8,1560,334,30,33,90.9,44,52,84.6,8,16,50.0,0,0.3,-0.3,1,3,1,0,6,85,19,1,0,6,0,8,0,0,0,0,62,23,19,19,60,6,18,1,83,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,3,0,2,5,40.0,3,28,8,28.6,8,20,0,5,0,0,5,1,6,7,0,128,5,29,67,42,7,110,1,1,100.0,1,0,76,548,309,16,4,2,1,1,83,76,91.6,6,1,0,0,5,2,1,8,1,3,0,0,0,14,2,0,100.0
Samir Santos,br BRA,DF,Udinese,it Serie A,26-072,20.6,1,10,3,30.0,0.49,0.15,0.10,0.33,9.4,0,0,0,1.2,1.2,0.12,-0.2,-0.2,920,1062,86.6,16958,6156,353,377,93.6,476,520,91.5,83,144,57.6,0,0.4,-0.4,7,54,5,2,69,962,100,30,1,83,11,15,0,0,0,0,792,95,175,791,138,36,70,3,920,5,10,10,15,19,15,1,1,0,1,1,0,0,0,0,0,0,0,0,44,28,29,13,2,11,26,42.3,15,191,64,33.5,110,73,8,45,20,0,25,29,73,64,1,1282,124,550,670,143,20,1184,6,7,85.7,6,0,802,3486,2106,64,19,0,6,15,868,829,95.5,13,5,0,0,30,30,3,15,29,28,0,0,0,155,44,30,59.5
Riccardo Saponara,it ITA,FW,Fiorentina,it Serie A,29-056,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,38,42,90.5,590,96,23,25,92.0,12,13,92.3,3,4,75.0,0,0.1,-0.1,1,4,0,0,2,41,1,0,0,9,0,0,0,0,0,0,34,5,3,12,27,1,1,0,38,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,3,33.3,2,10,2,20.0,1,6,3,1,0,0,1,0,1,0,0,47,0,5,29,21,1,46,0,0,,0,0,35,177,84,5,4,0,1,2,46,39,84.8,6,0,0,0,1,1,0,0,0,1,0,0,0,3,1,1,50.0
Ivan Šaponjić,rs SRB,FW,Cádiz,es La Liga,23-197,0.6,0,2,1,50.0,3.16,1.58,0.00,0.00,6.2,0,0,0,0.2,0.2,0.12,-0.2,-0.2,8,9,88.9,122,6,3,4,75.0,4,4,100.0,0,0,,0,0.0,0.0,0,1,0,0,0,8,1,0,0,2,0,0,0,0,0,0,8,1,0,1,7,0,0,0,8,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,11,2,18.2,2,4,5,0,0,0,0,1,1,0,0,15,0,0,9,8,2,14,0,2,0.0,0,0,5,15,0,0,0,0,1,0,26,12,46.2,4,0,0,0,1,1,0,0,1,0,0,0,0,0,1,4,20.0
